reception_player,team,Receptions,Yards,Touchdowns
Brayden Welch,Valparaiso,2,43.0,1.0
Elijah Brown,Stanford,2,43.0,2.0
Ace Cobb,Florida A&M,5,43.0,0.0
Jo Burson,ERSKINE,3,43.0,0.0
Jariel Cobb,Charlotte,7,43.0,0.0
Carson Labensky,Dayton,5,43.0,0.0
Jacob Ritchie,West Georgia,5,43.0,0.0
T.J. Mitchell,Eastern Kentucky,2,42.0,0.0
Kylan Galbreath,Murray State,4,42.0,0.0
Jaydon Johnson,Louisiana,5,42.0,0.0
Sean Clarke,Richmond,6,42.0,0.0
Dedrick Latulas,Louisiana Tech,4,42.0,0.0
Brylan Apholone,McKendree,4,42.0,1.0
CJ Donaldson,Ohio State,6,42.0,1.0
Derrick Avery Jr.,Georgia State,3,42.0,0.0
Omar Mabson Ii,Auburn,4,42.0,0.0
Cody Hall,Western Oregon,3,42.0,1.0
Daunte Bacheyie,Syracuse,5,42.0,0.0
Logan Lyson,Sacred Heart,5,42.0,0.0
Sesi Vailahi,Oklahoma State,6,42.0,0.0
Scott Moore,Delaware,5,42.0,0.0
Leyton Stone,Texas Tech,3,42.0,1.0
TJ Lester,West Georgia,9,42.0,0.0
Peyton Lewis,Tennessee,4,42.0,0.0
Ethan Malafa,Butler,5,42.0,0.0
Ben Moseley,San Diego,6,42.0,0.0
Chris Lawson Jr.,App State,3,42.0,0.0
Ammon Munyer,Weber State,7,42.0,0.0
Luke Schalow,VMI,5,42.0,0.0
Isaac Brown,Louisville,11,42.0,0.0
Chris Vickerson,Presbyterian,2,42.0,1.0
Will Anciaux,Kansas State,5,42.0,0.0
Erick Gonzalez-Bejar,Western Oregon,2,42.0,0.0
Jack Bohm-Squicciarini,Bucknell,5,42.0,0.0
Rylan Schlepp,Montana State,6,42.0,0.0
Marcus Fleming,Allen,3,42.0,0.0
Jordan Smith,Nicholls,4,42.0,0.0
Grayson Brousseau,Oklahoma State,6,42.0,0.0
Jack Schwing,Samford,3,41.0,0.0
Izaiah Williams,Texas A&M,6,41.0,0.0
Devonte Lyons,Florida International,8,41.0,0.0
Ferdinand Nyivih,Morgan State,3,41.0,0.0
John Morris,Fordham,6,41.0,0.0
Dave Thomson,Colgate,3,41.0,0.0
Justin Williams-Thomas,Marshall,3,41.0,1.0
Isaac Olson,Northern Michigan,4,41.0,0.0
Hahsaun Wilson,UTEP,7,41.0,0.0
Jackson Crosby,East Tennessee State,5,41.0,0.0
Daniel Hishaw Jr.,Kansas,6,41.0,0.0
Traquan Johnson,Elizabeth City State,3,41.0,0.0
Bryson Hammer,Toledo,3,41.0,0.0
Hunter Smith,Temple,3,41.0,0.0
Tory Blaylock,Oklahoma,8,41.0,0.0
Ian Finch,Montana,3,41.0,0.0
Braylon Harmon,Tennessee,1,41.0,0.0
Irene Ngabonziza,Marist,6,41.0,0.0
Garrison Johnson,The Citadel,5,41.0,0.0
Yasin Willis,Syracuse,8,40.0,0.0
La'Don Bryant,Northern Illinois,6,40.0,0.0
Bear Tenney,Sacramento State,2,40.0,1.0
Aneyas Williams,Notre Dame,2,40.0,0.0
Kahseim Phillips,Towson,4,40.0,0.0
Shadrick Byrd,Prairie View A&M,5,40.0,0.0
Jon Montiero,Liberty,1,40.0,0.0
Tyrell Coard,Mercer,5,40.0,0.0
Thomas Brown,North Carolina A&T,3,40.0,1.0
Sam Lee,Toledo,2,40.0,0.0
Dalton Bailey,Stetson,4,40.0,0.0
Marcus Velez,Buffalo,6,40.0,0.0
Gary Wilkins,Pace,5,40.0,0.0
Carlos Matheney,Idaho,6,40.0,0.0
Ty Stamey,Texas State,5,40.0,0.0
Dorian Harris,Morgan State,6,40.0,0.0
Cyris Taylor,Western Oregon,2,40.0,0.0
Joshua Dye,Southern Utah,7,40.0,0.0
Trenton Swanson,Idaho,4,40.0,0.0
Audric Harris,Washington,4,40.0,0.0
Jimmy Casey,Sacred Heart,4,40.0,0.0
Donovan Green,LSU,2,40.0,0.0
Perish Hayes,Lincoln (CA),3,40.0,0.0
Carson Gresock,Gardner-Webb,3,40.0,0.0
Paul Holyfield Jr.,Cal Poly,5,40.0,0.0
Scott Nixon,UC Davis,4,40.0,0.0
Jaaden Simpkins,Stonehill,5,39.0,0.0
Carson Sudbury,Idaho State,8,39.0,0.0
Julius Davis,Montana State,5,39.0,1.0
Jordan Reed,Montana State,2,39.0,0.0
Will Monney,Oklahoma State,3,39.0,0.0
Mike Wright,East Carolina,6,39.0,0.0
Jeremiah Melvin,Wake Forest,3,39.0,1.0
Ronan Johannson,Pennsylvania,4,39.0,0.0
DaMontre Patterson,New Hampshire,3,39.0,0.0
Luke Carter,Northwestern State,7,39.0,0.0
Isaiah Mizell,Arizona,4,39.0,0.0
Luke Watkins,Louisiana Tech,2,39.0,0.0
TK Norman,Texas A&M,3,39.0,0.0
Travis Terrell Jr.,Jackson State,5,39.0,0.0
Kamrin Brunson,Morehouse College,2,39.0,0.0
Drew Danson,New Hampshire,6,39.0,0.0
Sterling Lockett,Kansas State,3,39.0,0.0
Dillon Newton-Short,Virginia,3,39.0,0.0
Cody Ruff,Stonehill,5,39.0,0.0
Jaxson Isaac,Arkansas-Pine Bluff,4,39.0,0.0
Tafari Moe,Harvard,3,38.0,1.0
Joakim Dodson,Tennessee,2,38.0,0.0
Ryan Ward,West Virginia,5,38.0,0.0
Chris Hilton Jr.,LSU,5,38.0,0.0
Troy Flowers,Stetson,3,38.0,0.0
Nicholas Dunneman,Georgetown,5,38.0,1.0
Ty Lyles,Bowie State,4,38.0,0.0
Jakobie Hughes,Eastern Kentucky,5,38.0,0.0
Josh Phifer,James Madison,3,38.0,0.0
LJ Walker,Tennessee State,3,38.0,0.0
Maddox Kopp,Houston Christian,2,38.0,2.0
Wayne Allen II,Lincoln (PA),4,38.0,0.0
Brandon Campbell,Prairie View A&M,4,38.0,0.0
Otto Tia,Utah,2,38.0,0.0
Jalen Buckley,Western Michigan,9,38.0,0.0
Chaney Fitzgerald,Prairie View A&M,1,38.0,0.0
Maurki James,Old Dominion,5,38.0,0.0
Jeff Hoenstine,St. Francis (PA),2,38.0,2.0
Alex Jreige,UAlbany,10,38.0,0.0
Mason South,North Dakota,5,38.0,0.0
Hunter Hopperton,Kent State,5,38.0,0.0
Jaden Fowler,Wofford,4,38.0,0.0
David Okoi,Morgan State,3,37.0,0.0
LT Sanders,North Alabama,5,37.0,0.0
Isaiah Hardge,Colorado,5,37.0,0.0
Daryle Jones,McKendree,1,37.0,0.0
Gunnar Smith,Fordham,3,37.0,3.0
Marlon Gunn,East Carolina,6,37.0,0.0
Matt Colombo,San Diego,5,37.0,1.0
Dominic Overby,Iowa State,5,37.0,0.0
John McAuliffe,Cornell,5,37.0,0.0
Tyler Siddons,Northwestern State,4,37.0,0.0
Makhi Frazier,Michigan State,12,37.0,0.0
Trey Kukuk,Louisiana Tech,2,37.0,0.0
Elijah Jackson,Ball State,1,37.0,0.0
Luka Gilbert,Miami,2,37.0,0.0
Jax Markovich,Massachusetts,6,37.0,0.0
Garrett Harrold,Duquesne,7,37.0,0.0
DaeMon Cherry,South Carolina State,2,37.0,0.0
Andrew Vines,St. Francis (PA),5,37.0,0.0
Matt Jeffery,Notre Dame,1,37.0,0.0
Josh Brown,Mississippi Valley State,2,37.0,2.0
Jackson Parker,Southern Illinois,5,37.0,1.0
Colby Ramshaw,New Hampshire,3,37.0,0.0
Jordon Vaughn,Abilene Christian,6,37.0,0.0
Charlie White,Portland State,5,37.0,0.0
Nolan Clayton,Villanova,3,37.0,0.0
C.J. Stokes,Charlotte,5,37.0,0.0
Maximus Webster,Ball State,4,37.0,0.0
Girard Pringle Jr.,Miami,3,37.0,0.0
Huseyin Simsir,Murray State,4,36.0,0.0
Chico Holt,Stanford,1,36.0,0.0
Za'Marion Webber,Arkansas-Pine Bluff,5,36.0,0.0
Jake Schakel,Eastern Washington,3,36.0,3.0
Lukas Gilland,St. Francis (PA),4,36.0,0.0
Camden Lewis,Mercyhurst,6,36.0,0.0
Anjuan Coleman Jr.,Wofford,6,36.0,0.0
George Pettaway,James Madison,7,36.0,0.0
Isaiah Kacyvenski Jr.,Harvard,1,36.0,0.0
Logan Compton,Incarnate Word,4,36.0,0.0
Emmanuel Dyson,St. Francis (PA),6,36.0,0.0
Justin Herman,UT Rio Grande Valley,3,36.0,0.0
Javarius George,Mercer,5,36.0,1.0
Darrion Dupree,Wisconsin,7,36.0,0.0
Brady Wagner,Yale,6,36.0,0.0
Maddox McKim,Samford,5,36.0,0.0
Cooper Perry,Oregon,9,36.0,0.0
Tashi Braceful,Toledo,1,36.0,0.0
Tyronne Hayes,McNeese,4,36.0,0.0
Pierce McCrary,St. Thomas (MN),4,36.0,0.0
Xavier Brown,Virginia,5,36.0,1.0
Chapman McKown,Central Arkansas,8,36.0,0.0
Royal Capell,Oklahoma State,7,36.0,0.0
Grayson Saunier,Dartmouth,1,35.0,1.0
Jordon Harris,Missouri,3,35.0,0.0
AJ Jayroe,Weber State,4,35.0,0.0
Landen Thomas,Florida State,3,35.0,2.0
Ty Dieffenbach,Cal Poly,3,35.0,2.0
Zackeus Malveaux,Southern,2,35.0,0.0
Jordan Owens,North Carolina,5,35.0,0.0
Nathan Leacock,North Carolina,4,35.0,0.0
Curbrian Shelby,Hanover College,2,35.0,1.0
Sterling Galban,East Tennessee State,6,35.0,0.0
Courtney Crutchfield,Arkansas,2,35.0,0.0
Sonny Mannino,Marist,1,35.0,1.0
Coen Sutton,Georgetown,5,35.0,1.0
Zane Wooldridge,Lafayette,5,35.0,0.0
Kemani Brown,The Citadel,4,35.0,0.0
Jared Hollins,South Alabama,1,35.0,1.0
Eli Holstein,Pittsburgh,2,35.0,2.0
Max Whisner,Akron,3,35.0,0.0
Luvens Valcin,Montana State,3,35.0,0.0
Kaden Helms,Oklahoma,5,35.0,1.0
Kahlil Ashley-Diarrah,Fayetteville State,3,35.0,1.0
Joe Harris,Princeton,4,35.0,0.0
Dominic Rezac,Vanderbilt,1,35.0,0.0
Zach Mehmert,Northern Iowa,6,35.0,0.0
Daniel Batch,Maine,6,35.0,0.0
Max Lopacienski,Robert Morris,2,35.0,0.0
Jae'Vian Carr,Greensboro College,4,35.0,0.0
Patrick Williams II,Grambling,6,35.0,0.0
Sam West,Mississippi State,4,35.0,0.0
Jackson Kostmayer,Central Arkansas,4,35.0,0.0
Titus Lyles,Delaware State,1,35.0,1.0
Jackson McGohan,Wisconsin,3,35.0,0.0
Kelby Valsin,Texas Tech,3,35.0,0.0
Dylan Gary,Georgia Southern,4,35.0,0.0
Owen Garwood,Bucknell,3,35.0,0.0
Evan Wallace,Maine,4,35.0,0.0
Jack Stanton,Stetson,7,35.0,0.0
Niko Alailefaleula,Southern Utah,5,35.0,1.0
Roshawn Lacy,Northern Colorado,3,35.0,0.0
Trey Walker,Western Carolina,3,35.0,1.0
Ivan Carreon,Oklahoma,2,35.0,0.0
CJ Baxter Jr.,Texas,11,35.0,0.0
Andy Peters,St. Thomas (MN),2,35.0,2.0
Caleb Sanchez,Columbia,2,34.0,2.0
Caeleb Schlachter,Eastern Kentucky,6,34.0,0.0
Cam'Ron McCoy,Southern,1,34.0,1.0
Tyrell Henry,Wisconsin,4,34.0,1.0
Jaylen Poe,Northern Illinois,7,34.0,0.0
Grant Romfo,North Dakota,4,34.0,0.0
Will Lankford,Elon,2,34.0,0.0
Parker Lancaster,Norfolk State,1,34.0,1.0
Tucker Kilcrease,Troy,3,34.0,3.0
Matthew Schecklman,Northern Iowa,2,34.0,2.0
Terrence Smith Jr.,UConn,4,34.0,0.0
Nazeviah Burris,Arkansas State,3,34.0,0.0
Desmin Jackson,Dartmouth,8,34.0,0.0
Daijon Calimon,Nevada,4,34.0,0.0
James Gatewood,Miles College,3,34.0,0.0
Peyton Faulkner,Towson,6,34.0,0.0
Jordan Jackson,Kennesaw State,2,34.0,1.0
Jordan Nabors,Stephen F. Austin,7,34.0,0.0
Noah Kjar,Weber State,2,34.0,0.0
Noah Long,Valparaiso,5,34.0,0.0
Tamarion LaFortune,Western Connecticut St,2,34.0,0.0
Sione I Moa,BYU,5,34.0,0.0
J.T. Byrne,Georgia Tech,4,34.0,0.0
Elliott Brow,UTSA,5,34.0,0.0
Trent Thomas,South Alabama,4,34.0,0.0
TJ Dement,UT Rio Grande Valley,6,34.0,0.0
Caden Creel,Jacksonville State,2,34.0,1.0
Benjamin Hall,North Carolina,8,34.0,0.0
Joshua Wood,Idaho,3,34.0,3.0
Antonio Harmon,Marshall,1,34.0,0.0
Marqui Johnson,Bethune-Cookman,11,34.0,0.0
LeRoy Lewis IV,Dayton,4,33.0,0.0
Michael Walters,Columbia,8,33.0,0.0
Vinson Berry,Norfolk State,2,33.0,2.0
Max Ware,Hawai'i,3,33.0,0.0
Marcus Chretien,Weber State,3,33.0,1.0
Micah Barnett,Rice,2,33.0,0.0
Marquez Mobley,Miles College,3,33.0,0.0
Cornell Hatcher Jr.,Oregon State,5,33.0,1.0
Emaree Winston,Texas,1,33.0,0.0
Andrew Ritter,Florida A&M,3,33.0,0.0
Lafayette Kaiuway,TCU,3,33.0,1.0
Natwan Webster,Mississippi Valley State,6,33.0,0.0
Seth Adams,San Diego State,3,33.0,0.0
Juwuan Price,Massachusetts,5,33.0,0.0
Keali'i Ah Yat,Montana,1,33.0,0.0
Parker Woodring,Cornell,7,33.0,0.0
Torrence Bardell,Kentucky State,1,33.0,1.0
Jaren Bowling,UT Martin,6,33.0,0.0
Kelsey Johnson,Baylor,3,33.0,0.0
Sanfrisco Magee,Mississippi State,3,33.0,0.0
Devon Rice,Kansas State,3,33.0,0.0
Byron McNair,Tennessee State,2,33.0,2.0
Noah Walters,Oklahoma State,1,33.0,1.0
Khaioz Watford,Hampton,3,33.0,0.0
Bricen Brantley,Wyoming,5,33.0,0.0
Brooks Harris,Thomas More College,2,33.0,0.0
James Major Bowden,Lamar,10,33.0,0.0
Ja'Quez Cross,Arkansas State,5,33.0,1.0
Joey Mattord,Eastern Michigan,4,33.0,0.0
Steve Brown,Tennessee Tech,3,33.0,0.0
Kaleb Jackson,LSU,5,33.0,0.0
Elvin Fofanah,Gardner-Webb,2,32.0,0.0
Jayden Flood-Brown,Stony Brook,6,32.0,0.0
Morgan Quiri,Western Illinois,5,32.0,0.0
Quinton Stewart,Oklahoma State,3,32.0,0.0
AJ Szymanski,Maryland,5,32.0,1.0
Dallas Elliott,Massachusetts,3,32.0,0.0
Jordan Gant,Akron,8,32.0,0.0
Trent Hudson,Vanderbilt,2,32.0,0.0
Eli Jones,Brown,4,32.0,0.0
Jayden Maiava,USC,3,32.0,3.0
Chris Howell,Long Island University,1,32.0,0.0
Kaliq Lockett,Texas,3,32.0,0.0
Cooper Haswell,Drake,2,32.0,0.0
Austin Okerwa,Northern Arizona,2,32.0,0.0
Keveun Mason,Temple,6,32.0,0.0
Jeffrey Johnson,California,3,32.0,0.0
Nick Delgadillo,Hawai'i,3,32.0,0.0
Mario Sanders II,Illinois,2,32.0,0.0
Myles Burkett,Eastern Kentucky,2,32.0,2.0
Jaylen Jenkins,Stephen F. Austin,8,32.0,0.0
Salahadin Allah,Oregon State,3,32.0,0.0
Justin Montgomery,Presbyterian,5,32.0,0.0
Gamarion Carter,Middle Tennessee,3,32.0,0.0
Chinua Ezeigbo,Campbell,4,32.0,0.0
Kyle Wickersham,Richmond,1,32.0,1.0
Navelle Dean,Kennesaw State,3,32.0,0.0
Ethan Greenwood,Long Island University,3,32.0,2.0
Trenten Howland,Oklahoma State,5,32.0,0.0
Jermaine Minor Jr.,Southern,3,32.0,0.0
Tarell Short Jr.,Bethune-Cookman,4,32.0,0.0
Jack Fairchild,Southern Utah,3,32.0,0.0
Jackson Byrd,East Tennessee State,1,32.0,1.0
Carl Jenkins Jr.,UCF,3,32.0,0.0
Brandon Rehmann,Delaware,3,31.0,0.0
Ty Brown,Murray State,4,31.0,0.0
Kelshaun Johnson,Texas A&M,4,31.0,0.0
Damon Griffin Jr,Central State (OH),3,31.0,0.0
Omarza Gray,Ferrum,3,31.0,0.0
Zion Kearney,Oklahoma,2,31.0,0.0
Tommy Lafayette,Pennsylvania,2,31.0,0.0
Katin Houser,East Carolina,1,31.0,1.0
Ja'Kobi Jackson,Florida,4,31.0,0.0
Maalik Murphy,Oregon State,2,31.0,2.0
Devin Kennedy,Marist,3,31.0,1.0
Lelan Wilhoite,Tennessee State,2,31.0,0.0
Roy Alexander,Texas Tech,3,31.0,0.0
Maddux Madsen,Boise State,2,31.0,2.0
Rollin George III,Chadron St,4,31.0,0.0
James Elliott,Dartmouth,4,31.0,0.0
David Adolph,Ohio State,3,31.0,0.0
Carlyun Neal,Eastern Illinois,4,31.0,0.0
Jermaine Land,Western Oregon,3,31.0,0.0
MJ Chirgwin,Alabama,2,31.0,1.0
Art Williams,Idaho,5,31.0,0.0
Clark Sanderson,Clemson,1,31.0,0.0
Micah Bell,Mercer,5,31.0,0.0
Nyeoti Punni,Holy Cross,2,31.0,0.0
Matt Gallehdari,Columbia,1,31.0,0.0
Alex Capka-Jones,Illinois,2,31.0,0.0
Monte Gillman,Montana,1,31.0,0.0
Michael Turner,Baylor,6,31.0,0.0
Quintell Quinn,Tennessee Tech,5,30.0,0.0
Jayden Clerveaux,Holy Cross,5,30.0,0.0
Ty Lockwood,Boston College,2,30.0,0.0
Tommy Rittenhouse,Illinois State,3,30.0,3.0
Raymon Crump,Southern Utah,1,30.0,0.0
Eric Stephens,Morehouse College,2,30.0,1.0
Kael Alexander,Stetson,1,30.0,1.0
Ty Washington,Notre Dame,4,30.0,0.0
Bobby Cameron,St. Francis (PA),3,30.0,0.0
Alessio Milivojevic,Michigan State,3,30.0,3.0
Jaylin Peterson,Alabama A&M,4,30.0,0.0
Ty Harding,Massachusetts,4,30.0,0.0
Jeremiah Ratliff,Prairie View A&M,1,30.0,0.0
Nate Roberts,Ohio State,4,30.0,0.0
Davis Harsin,Idaho State,1,30.0,1.0
Simon Mapa,New Mexico,2,30.0,1.0
Silas Hinson,West Liberty,3,30.0,0.0
Isaiah Freeman,Hampton,1,30.0,1.0
Dequan Finn,Miami (OH),2,30.0,2.0
Link Rhodes,SMU,3,30.0,0.0
Jake Young,Charlotte,4,30.0,0.0
Jake Woods,Temple,2,30.0,0.0
Jamarcus Prince,West Georgia,2,30.0,0.0
Terrell Washington Jr.,Iowa,4,30.0,0.0
Raymond Moore III,Morgan State,1,30.0,1.0
Zion Dobson,North Carolina Central,1,30.0,0.0
Zolten Osbourne,Charleston Southern,1,30.0,1.0
David Clement,Syracuse,3,30.0,0.0
Bryce Strong,McNeese,4,30.0,1.0
Jordan Jackson,Gardner-Webb,1,30.0,0.0
Nolan Albright,Cornell,3,30.0,0.0
Jackson Daniels,Idaho State,1,30.0,0.0
Oliver Van Dyke,Lane College,3,30.0,0.0
Kendrick Bell,Michigan,1,30.0,0.0
Dante Dowdell,Kentucky,7,30.0,0.0
Reid Watkins,South Dakota,5,30.0,0.0
Jack Larsen,Notre Dame,3,30.0,0.0
Micheal Manna,Youngstown State,5,30.0,0.0
Jay Jay Etheridge,Kent State,4,30.0,0.0
Payton Wehner,St. Francis (PA),4,30.0,0.0
Lander Barton,Utah,5,30.0,0.0
Andrew Paul,Jacksonville State,2,29.0,0.0
Joshon Barbie,Marshall,4,29.0,0.0
Gabe Daniels,Syracuse,2,29.0,1.0
Terayon Sweet,Western Oregon,2,29.0,0.0
Travis Smith Jr.,Tennessee,3,29.0,0.0
Harry Stewart III,Kansas,5,29.0,0.0
Reis Stocksdale,Bowling Green,4,29.0,0.0
Tay Norman,Northern Iowa,3,29.0,0.0
Ca'Lil Valentine,Illinois,7,29.0,0.0
Tyler Hughes,William & Mary,3,29.0,3.0
Tylyric Coleman,Virginia,2,29.0,0.0
Nykahi Davenport,South Florida,3,29.0,0.0
Deablo Mcgee,Alcorn State,2,29.0,0.0
Kareem Keye,Alabama State,4,29.0,0.0
Payton Matthews,Rice,2,29.0,0.0
Monte Harrison,Arkansas,1,29.0,0.0
Steven Blanco,Louisiana,1,29.0,0.0
Jackson Lanier,Morehead State,3,29.0,0.0
Tyson Carter,Florida International,2,29.0,0.0
Damari Alston,Auburn,4,29.0,0.0
Stacy Sneed,Houston,6,29.0,0.0
Kyle Hall,Sacred Heart,1,29.0,0.0
Caleb Hood,North Carolina,6,29.0,0.0
Braden Hill,Saginaw Valley State,4,29.0,0.0
Dozie Ezukanma,TCU,2,28.0,0.0
Arch Manning,Texas,3,28.0,3.0
CJ Schaeffer,Towson,5,28.0,1.0
Trey Engram,Towson,1,28.0,0.0
Marcus II Harris,Alabama State,2,28.0,0.0
Rodney Tisdale Jr.,Western Kentucky,4,28.0,3.0
Johans Bars,Wagner,4,28.0,0.0
Jahzae Kimbrough,Kent State,4,28.0,0.0
Talyn Taylor,Georgia,2,28.0,0.0
Amir Jackson,Florida,2,28.0,0.0
Dante Moore,Oregon,1,28.0,1.0
Sebastien Boyle,The Citadel,3,28.0,0.0
Aidan Steinfeldt,Richmond,5,28.0,0.0
Pax Hughes,Nicholls,5,28.0,0.0
DeMahri Wallace,Lane College,1,28.0,0.0
Israel Bradford,Saginaw Valley State,1,28.0,1.0
Elijah Taylor,Northern Arizona,2,28.0,0.0
Kaiden Bennett,Delaware State,2,28.0,2.0
Rovaughn Banks Jr.,Abilene Christian,6,28.0,0.0
Landon Bell,Colorado State,2,28.0,0.0
Branden Ganashamoorthy,Washington State,3,28.0,0.0
Garrett Guess,Lehigh,3,28.0,1.0
Justice Williams,Washington,2,28.0,0.0
Larry Stephens,Indiana State,5,28.0,0.0
Gabe Glover,Jacksonville State,4,28.0,0.0
Jakolbe Baldwin,Marshall,3,28.0,0.0
Alex Taylor,North Carolina,3,27.0,0.0
Andreas Paaske,Arkansas,3,27.0,1.0
Jake Kucera,Maine,3,27.0,0.0
Jacob Stewart,Louisville,3,27.0,0.0
Jayden Brown,UConn,5,27.0,0.0
Jacob Jordan,Oklahoma,1,27.0,0.0
Jack Van Dorselaer,Tennessee,5,27.0,1.0
Jaylen Hampton,Charlotte,3,27.0,0.0
Jackson Beatty,Samford,3,27.0,0.0
Matthew Fuller,South Carolina,5,27.0,0.0
Laviel Pickett,UC Davis,2,27.0,0.0
Jamaal Levi,McNeese,2,27.0,0.0
Malachi Durant,Oregon State,3,27.0,1.0
Mekhi Anderson,UTSA,3,27.0,0.0
Braylen Russell,Arkansas,4,27.0,0.0
Ethan Ervin,Florida Atlantic,5,27.0,0.0
Brendan Cassamajor,Colgate,4,27.0,1.0
Fisher Clements,Northern Colorado,4,27.0,0.0
Julian Sayin,Ohio State,3,27.0,3.0
Rafeald Campbell,UTEP,2,27.0,0.0
Thomas Wadsworth,UCF,3,27.0,0.0
Dallan Hayden,Colorado,4,27.0,0.0
Luke Jones,Butler,2,27.0,0.0
David Hulbert,Western Carolina,6,27.0,1.0
JT Kitna,Stephen F. Austin,1,27.0,1.0
Hut Graham,Abilene Christian,2,27.0,0.0
Zarek Zelinski,Saginaw Valley State,2,27.0,0.0
John Fitzmaurice,Western Connecticut St,1,27.0,0.0
Demarius Robinson,Arizona State,4,26.0,0.0
Kam Thomas,UTEP,4,26.0,0.0
David Mbadinga,Georgia Southern,5,26.0,0.0
Jacobi Johnson,Lincoln (CA),2,26.0,0.0
Daniel Lipovski,Lafayette,1,26.0,1.0
Mason Mozo,Colgate,4,26.0,1.0
Camare Hampton,Nicholls,3,26.0,0.0
Jaden Leroy,Western Connecticut St,1,26.0,0.0
Chance Arbon,Southern Utah,1,26.0,0.0
Douglas Emilien,Kansas,3,26.0,0.0
Ahmad Miller,Jackson State,5,26.0,0.0
Jalen John,Coastal Carolina,2,26.0,0.0
Demetric Whitlock Jr.,Boise State,2,26.0,0.0
Djay Braswell,Georgia State,6,26.0,0.0
Tavorus Jones,Missouri,3,26.0,0.0
Dillon Alfred,Ole Miss,1,26.0,0.0
Kam Phillips,Colgate,2,26.0,0.0
Carson Kent,Oklahoma,3,26.0,0.0
Calvin Parker,Allen,3,26.0,0.0
Darvon Hubbard,Northern Arizona,8,26.0,0.0
Cade McNamara,East Tennessee State,1,26.0,1.0
Cade Yacamelli,Wisconsin,2,26.0,0.0
Trey Eberhart III,Sacred Heart,3,26.0,0.0
Nathanial Clark,Howard,3,26.0,0.0
Devin Paige,Lafayette,4,26.0,0.0
Jerry Mcclure,San Diego State,2,26.0,0.0
Elisha Durham,Ball State,4,26.0,0.0
Jeremiah Aaron,Prairie View A&M,2,26.0,0.0
Trace Corum,Murray State,3,26.0,0.0
Gunnar Gray,Buffalo,1,26.0,1.0
Hank Gibbs,Northern Colorado,2,26.0,0.0
Beau Herrington,The Citadel,3,26.0,0.0
Kaden Cobb,Howard,2,26.0,1.0
Garrison Curry,Presbyterian,4,26.0,1.0
Ashaad Clayton,SMU,3,26.0,0.0
Jaylon Tucker,Southern Connecticut State,1,26.0,0.0
Camden Kruisenga,Central Michigan,1,26.0,0.0
Azari Brown,Morehouse College,1,26.0,0.0
Antoine Bell,North Carolina A&T,1,26.0,1.0
Braiden Staten,Florida International,3,26.0,0.0
Jaylen Ford,McKendree,2,26.0,0.0
Tommy Winton III,Tennessee,3,26.0,0.0
Kacy Fields,South Carolina State,4,26.0,0.0
Xavier Bowman,Cornell,2,25.0,0.0
Roger Saleapaga,Oregon,2,25.0,0.0
Ryan Blagg,New Hampshire,4,25.0,1.0
Ryan Manning,Maryland,3,25.0,0.0
Will Huggins,Oklahoma,3,25.0,0.0
Robert Tucker III,Cornell,5,25.0,0.0
Michael Thomas III,Rutgers,1,25.0,1.0
Nathaniel Joseph,Miami,2,25.0,0.0
Carson Jenkins,William & Mary,3,25.0,0.0
Zachary Betts,St. Francis (PA),3,25.0,0.0
Ralee Stephens,Villanova,3,25.0,0.0
Alex Simmons,Morgan State,4,25.0,0.0
Cason Carswell,Western Illinois,2,25.0,2.0
Braden Streeter,Delaware,1,25.0,1.0
Aiden Flora,Iowa State,2,25.0,0.0
Paxton Lafont,Nicholls,2,25.0,0.0
Prince Strachan,USC,1,25.0,0.0
Christian Hamilton,West Virginia,2,25.0,0.0
Luke Hasz,Ole Miss,2,25.0,0.0
Kolton Smith,Thomas More College,2,25.0,0.0
Dylan Harris,Stony Brook,4,25.0,0.0
Kyle Frendt,Wyoming,2,25.0,0.0
Logan Inagawa,Drake,1,25.0,1.0
Dewayne Smith Jr.,Greensboro College,5,25.0,0.0
Dilin Jones,Wisconsin,9,25.0,0.0
Jayden O'Rourke,Nevada,2,25.0,0.0
Isaiah Daniels,Miles College,2,25.0,0.0
Darian Fletcher,Central State (OH),3,25.0,0.0
Keyone Jenkins,Florida International,1,25.0,1.0
Jeremiah Thomas,North Alabama,2,25.0,0.0
Kedarius Wade,Louisiana,2,25.0,0.0
Eden James,Howard,4,25.0,0.0
Fidel Pitts,Cal Poly,3,25.0,0.0
Ethan Dowdy,NC State,3,25.0,0.0
Kaelon Black,Indiana,3,25.0,0.0
Emerson Russell,Samford,3,25.0,0.0
Jordan Malau'ulu,Fresno State,2,25.0,0.0
Luca Puccinelli,Purdue,3,24.0,0.0
Jeremiah Jones-Thomas,South Alabama,3,24.0,0.0
Jayden Denegal,San Diego State,1,24.0,1.0
Makhi Hughes,Oregon,2,24.0,0.0
Aidan Garrett,Stonehill,2,24.0,0.0
Dahlyn Jones,Weber State,7,24.0,0.0
Logan Perez,New Hampshire,4,24.0,0.0
Trey Wilson,Cal Poly,4,24.0,0.0
Mekhi Mews,Houston,6,24.0,0.0
Zion Hall,Cal Poly,2,24.0,0.0
Levi Gullion,West Liberty,3,24.0,1.0
Jack Jacobs,East Texas A&M,1,24.0,1.0
Jawaun Northington,Murray State,3,24.0,0.0
Petey Tucker,Colorado State,1,24.0,0.0
